0x124CECFF7280BE52, scripts/core_common/clientids_shared.gsc
0xB02F5C75, currxp
0xB1EEEDAF, getrankxp
0xBA1C0469, isint
0x79B57EC9, cccbc013-53c8-4c8b-9b87-3ff8ddd6f6df
0x57A321C1, 8348434c-fb86-49e7-a20a-f775a9e02f9d
0xECDDFF4F, 4fba2ca8-e8f4-4512-b92b-7cd0f87cb904
0xA85FBDF9, cb98737f-c818-4371-9528-e3f2749e7b0e
0x8F31FA92, chievo
0xC073060F, achievs
0x659819FA, give_achievement
0x834E6250, zm_utility
0x51F2EDD1, 24b6377a-3dfa-461c-93c0-ccc4926472b7
0xCA4FE6CD, c4980b9e-c6a8-41d1-838e-bbb8582bb3f1
0x7F99F1A6, 7f1dc9e9-ff50-424e-b959-75fbe0889e0d
0xEBB09E9C, aaa23795-d9ad-4fa9-819d-bf26935ac87d
0xFE694E17, idx
0xA7664148, addweaponstat
0x7BFF3D8DB7BB109E, kills
0x289883E2F7A6AF52, packedkills
0x6C856D95DB14B8C6, multikill
0x39A18F2D9745A8AA, rapidkills
0x780C2F604F99D74B, ekia
0x224BA73A60546DFF, challengevalue
0x57AD3B58FDD4BFB7, challenges
0x162F9B6A10FA7D66, item_stats
0x6204E2B2FC82F66, challengetier
0x50E4C2C207E2FF80, weapons_mastery
0x7BF57363F933B51C, globalchallenges
0xB2718D42, weaponname
0x52827107, streakname
0x7E441438, hash
0x18D600C7, zm_weapons
0xEA6C3779, bulleteffecttype
0x9C7DB714, waittill
0x147D1144102F0AE, weapon_fired
0x96F15236, magicbullet
0xEEB63359, getplayercamerapos
0x92BE642C, 6c67b351-dd80-4519-801a-4f52b249b05f
0xD2B29ED6, zombie_total
0x64DE298A, isalive
0x9ABB7956, newround
0x55BC72, zombie_goto_round
0x779705DE, zm_game_module
0xB6EBC01, eb600697-e6b1-412f-a6b4-2311e1df593d
0xD119B1C5, 5655c682-5657-4d3e-adf4-9da1d1830994
0xF19884A4, fed009fe-df56-40dc-97ea-15657911ec15
0xF8185F84, d89fb221-8d8e-4d6b-ad04-e7a6cfe2232f
0xF189D938, zombo
0xBA4A38B3, forceteleport
0x9185F690, c3a1033d-a526-484b-af67-6df1d2203c82
0x20DB0F55, f6f6a76c-0047-418c-a798-f1dc8581dc91
0x47432B7, acd48e60-90fe-43a4-8e43-4d30c3753d61
0x147F4CB1, b4b262a6-9eb7-4e40-b26f-e40e3aba4571
0xFD854DB7, a47f9bd5-a12a-4099-9a68-cf55fa0d2d18
0x81D51F5E, 89a386f6-72a6-44ab-9410-1076b41ab5cf
0xE4CB1B34, 2e073db0-065b-4fc7-ae4e-baf88b5943f1
0x554E3978, 69dd17f7-1636-4661-b107-34f6f8a89b7b
